ticker,time,signal,session_date,alert_time_et,price,flush_score,tier,alert_id,name,sources,drop_from_prior_30m_high_pct,distance_below_vwap_pct,roc_5m_pct,roc_10m_pct,down_slope_20m_pct_per_bar,range_expansion,volume_expansion,volume_since_4am,summary,open_chart_url
BTI,0950,buy,2026-04-01,2026-04-01 09:50:00,56.60,61.3,Candidate,BTI-1775051400000,BTI,1000-list,2.6,1.3,1.0,1.6,0.100,0.9,2.8,1388938,"2.6% below prior 30m high, 1.3% below VWAP, 5m ROC -1.0%, range x0.9, volume x2.8",http://localhost:8081/api/open-chart/BTI/2026-04-01/0950?signal=buy
KKR,0950,buy,2026-04-01,2026-04-01 09:50:00,90.80,61.2,Candidate,KKR-1775051400000,KKR,1000-list,3.2,1.5,0.9,1.7,0.100,0.9,0.7,546519,"3.2% below prior 30m high, 1.5% below VWAP, 5m ROC -0.9%, range x0.9, volume x0.7",http://localhost:8081/api/open-chart/KKR/2026-04-01/0950?signal=buy
LYFT,0950,buy,2026-04-01,2026-04-01 09:50:00,13.10,60.9,Candidate,LYFT-1775051400000,LYFT,1000-list,3.3,1.6,0.6,1.4,0.100,1.2,1.3,1148703,"3.3% below prior 30m high, 1.6% below VWAP, 5m ROC -0.6%, range x1.2, volume x1.3",http://localhost:8081/api/open-chart/LYFT/2026-04-01/0950?signal=buy
PANW,0950,buy,2026-04-01,2026-04-01 09:50:00,158.10,60.6,Candidate,PANW-1775051400000,PANW,1000-list,2.8,1.9,1.0,1.9,0.100,0.8,0.6,1275687,"2.8% below prior 30m high, 1.9% below VWAP, 5m ROC -1.0%, range x0.8, volume x0.6",http://localhost:8081/api/open-chart/PANW/2026-04-01/0950?signal=buy
TOST,0951,buy,2026-04-01,2026-04-01 09:51:00,25.50,90.1,Extreme,TOST-1775051460000,TOST,1000-list,5.5,2.5,1.9,2.5,0.200,1.6,2.2,800233,"5.5% below prior 30m high, 2.5% below VWAP, 5m ROC -1.9%, range x1.6, volume x2.2",http://localhost:8081/api/open-chart/TOST/2026-04-01/0951?signal=buy
AXTI,0951,buy,2026-04-01,2026-04-01 09:51:00,52.30,80.0,Strong,AXTI-1775051460000,AXTI,1000-list,13.6,6.7,3.4,5.7,0.500,1.0,0.9,3567939,"13.6% below prior 30m high, 6.7% below VWAP, 5m ROC -3.4%, range x1.0, volume x0.9",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0951?signal=buy
TH,0951,buy,2026-04-01,2026-04-01 09:51:00,12.00,80.0,Strong,TH-1775051460000,TH,1000-list,10.5,5.5,2.7,4.2,0.400,0.7,0.7,3391117,"10.5% below prior 30m high, 5.5% below VWAP, 5m ROC -2.7%, range x0.7, volume x0.7",http://localhost:8081/api/open-chart/TH/2026-04-01/0951?signal=buy
UMAC,0951,buy,2026-04-01,2026-04-01 09:51:00,12.70,80.0,Strong,UMAC-1775051460000,UMAC,1000-list,5.9,2.7,1.7,2.5,0.200,0.7,0.5,1072487,"5.9% below prior 30m high, 2.7% below VWAP, 5m ROC -1.7%, range x0.7, volume x0.5",http://localhost:8081/api/open-chart/UMAC/2026-04-01/0951?signal=buy
FIS,0951,buy,2026-04-01,2026-04-01 09:51:00,44.80,79.3,Strong,FIS-1775051460000,FIS,1000-list,5.7,2.0,0.8,2.4,0.300,1.4,1.8,1180971,"5.7% below prior 30m high, 2.0% below VWAP, 5m ROC -0.8%, range x1.4, volume x1.8",http://localhost:8081/api/open-chart/FIS/2026-04-01/0951?signal=buy
PM,0951,buy,2026-04-01,2026-04-01 09:51:00,153.80,78.8,Strong,PM-1775051460000,PM,1000-list,5.5,2.5,1.3,2.8,0.200,1.1,0.8,1050127,"5.5% below prior 30m high, 2.5% below VWAP, 5m ROC -1.3%, range x1.1, volume x0.8",http://localhost:8081/api/open-chart/PM/2026-04-01/0951?signal=buy
FIG,0951,buy,2026-04-01,2026-04-01 09:51:00,20.40,78.4,Strong,FIG-1775051460000,FIG,1000-list,5.8,2.9,1.2,2.7,0.300,0.6,1.4,1342681,"5.8% below prior 30m high, 2.9% below VWAP, 5m ROC -1.2%, range x0.6, volume x1.4",http://localhost:8081/api/open-chart/FIG/2026-04-01/0951?signal=buy
MLTX,0951,buy,2026-04-01,2026-04-01 09:51:00,16.60,76.9,Strong,MLTX-1775051460000,MLTX,1000-list,10.9,4.0,0.8,3.2,0.200,1.4,1.2,641653,"10.9% below prior 30m high, 4.0% below VWAP, 5m ROC -0.8%, range x1.4, volume x1.2",http://localhost:8081/api/open-chart/MLTX/2026-04-01/0951?signal=buy
SHOP,0951,buy,2026-04-01,2026-04-01 09:51:00,116.70,76.7,Strong,SHOP-1775051460000,SHOP,1000-list,3.5,2.0,1.3,2.4,0.100,1.2,1.4,1272452,"3.5% below prior 30m high, 2.0% below VWAP, 5m ROC -1.3%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/SHOP/2026-04-01/0951?signal=buy
S,0951,buy,2026-04-01,2026-04-01 09:51:00,12.80,75.8,Strong,S-1775051460000,S,1000-list,4.2,2.0,1.3,2.2,0.100,1.0,0.4,780707,"4.2% below prior 30m high, 2.0% below VWAP, 5m ROC -1.3%, range x1.0, volume x0.4",http://localhost:8081/api/open-chart/S/2026-04-01/0951?signal=buy
APP,0951,buy,2026-04-01,2026-04-01 09:51:00,387.30,73.5,Candidate,APP-1775051460000,APP,1000-list,4.6,2.5,0.9,2.1,0.200,0.8,1.1,618818,"4.6% below prior 30m high, 2.5% below VWAP, 5m ROC -0.9%, range x0.8, volume x1.1",http://localhost:8081/api/open-chart/APP/2026-04-01/0951?signal=buy
SOFI,0951,buy,2026-04-01,2026-04-01 09:51:00,15.60,72.9,Candidate,SOFI-1775051460000,SOFI,1000-list,4.4,2.2,0.8,2.6,0.200,0.8,0.8,8675371,"4.4% below prior 30m high, 2.2% below VWAP, 5m ROC -0.8%, range x0.8, volume x0.8",http://localhost:8081/api/open-chart/SOFI/2026-04-01/0951?signal=buy
TEAM,0951,buy,2026-04-01,2026-04-01 09:51:00,65.70,72.8,Candidate,TEAM-1775051460000,TEAM,1000-list,4.2,2.0,1.0,2.2,0.200,0.9,0.7,584798,"4.2% below prior 30m high, 2.0% below VWAP, 5m ROC -1.0%, range x0.9, volume x0.7",http://localhost:8081/api/open-chart/TEAM/2026-04-01/0951?signal=buy
PATH,0951,buy,2026-04-01,2026-04-01 09:51:00,10.90,72.1,Candidate,PATH-1775051460000,PATH,1000-list,4.6,2.2,0.6,2.3,0.300,1.0,1.3,1873642,"4.6% below prior 30m high, 2.2% below VWAP, 5m ROC -0.6%, range x1.0, volume x1.3",http://localhost:8081/api/open-chart/PATH/2026-04-01/0951?signal=buy
TRIP,0951,buy,2026-04-01,2026-04-01 09:51:00,10.50,71.7,Candidate,TRIP-1775051460000,TRIP,1000-list,4.0,1.4,1.2,2.0,0.200,1.4,0.4,516906,"4.0% below prior 30m high, 1.4% below VWAP, 5m ROC -1.2%, range x1.4, volume x0.4",http://localhost:8081/api/open-chart/TRIP/2026-04-01/0951?signal=buy
NOW,0951,buy,2026-04-01,2026-04-01 09:51:00,102.60,69.8,Candidate,NOW-1775051460000,NOW,1000-list,3.5,1.9,0.9,2.1,0.200,1.1,1.1,1411774,"3.5% below prior 30m high, 1.9% below VWAP, 5m ROC -0.9%, range x1.1, volume x1.1",http://localhost:8081/api/open-chart/NOW/2026-04-01/0951?signal=buy
IONQ,0951,buy,2026-04-01,2026-04-01 09:51:00,28.90,69.1,Candidate,IONQ-1775051460000,IONQ,1000-list,3.6,2.2,0.7,2.3,0.200,0.6,0.9,4113511,"3.6% below prior 30m high, 2.2% below VWAP, 5m ROC -0.7%, range x0.6, volume x0.9",http://localhost:8081/api/open-chart/IONQ/2026-04-01/0951?signal=buy
UPST,0951,buy,2026-04-01,2026-04-01 09:51:00,25.30,69.0,Candidate,UPST-1775051460000,UPST,1000-list,4.3,2.2,0.5,2.2,0.200,0.6,1.1,570150,"4.3% below prior 30m high, 2.2% below VWAP, 5m ROC -0.5%, range x0.6, volume x1.1",http://localhost:8081/api/open-chart/UPST/2026-04-01/0951?signal=buy
ZETA,0951,buy,2026-04-01,2026-04-01 09:51:00,15.70,68.8,Candidate,ZETA-1775051460000,ZETA,1000-list,4.3,2.0,0.6,1.9,0.200,1.0,0.8,698322,"4.3% below prior 30m high, 2.0% below VWAP, 5m ROC -0.6%, range x1.0, volume x0.8",http://localhost:8081/api/open-chart/ZETA/2026-04-01/0951?signal=buy
COGT,0951,buy,2026-04-01,2026-04-01 09:51:00,34.80,67.6,Candidate,COGT-1775051460000,COGT,1000-list,9.3,3.0,0.2,3.3,0.300,1.0,1.1,846235,"9.3% below prior 30m high, 3.0% below VWAP, 5m ROC -0.2%, range x1.0, volume x1.1",http://localhost:8081/api/open-chart/COGT/2026-04-01/0951?signal=buy
FISV,0951,buy,2026-04-01,2026-04-01 09:51:00,53.90,67.2,Candidate,FISV-1775051460000,FISV,1000-list,4.0,1.6,0.9,1.7,0.200,1.1,1.0,614568,"4.0% below prior 30m high, 1.6% below VWAP, 5m ROC -0.9%, range x1.1, volume x1.0",http://localhost:8081/api/open-chart/FISV/2026-04-01/0951?signal=buy
SNOW,0951,buy,2026-04-01,2026-04-01 09:51:00,149.60,66.7,Candidate,SNOW-1775051460000,SNOW,1000-list,4.1,2.1,0.4,1.6,0.200,0.8,1.2,618004,"4.1% below prior 30m high, 2.1% below VWAP, 5m ROC -0.4%, range x0.8, volume x1.2",http://localhost:8081/api/open-chart/SNOW/2026-04-01/0951?signal=buy
INFY,0951,buy,2026-04-01,2026-04-01 09:51:00,13.30,66.4,Candidate,INFY-1775051460000,INFY,1000-list,3.0,1.8,1.2,1.9,0.100,1.3,0.8,1576452,"3.0% below prior 30m high, 1.8% below VWAP, 5m ROC -1.2%, range x1.3, volume x0.8",http://localhost:8081/api/open-chart/INFY/2026-04-01/0951?signal=buy
CRCL,0951,buy,2026-04-01,2026-04-01 09:51:00,93.20,65.0,Candidate,CRCL-1775051460000,CRCL,1000-list,6.6,2.6,0.0,2.8,0.300,0.7,0.9,3884447,"6.6% below prior 30m high, 2.6% below VWAP, 5m ROC -0.0%, range x0.7, volume x0.9",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0951?signal=buy
CRGY,0951,buy,2026-04-01,2026-04-01 09:51:00,13.00,64.7,Candidate,CRGY-1775051460000,CRGY,1000-list,3.4,1.3,1.3,1.1,0.100,0.5,1.8,792168,"3.4% below prior 30m high, 1.3% below VWAP, 5m ROC -1.3%, range x0.5, volume x1.8",http://localhost:8081/api/open-chart/CRGY/2026-04-01/0951?signal=buy
TTD,0951,buy,2026-04-01,2026-04-01 09:51:00,22.10,63.6,Candidate,TTD-1775051460000,TTD,1000-list,3.4,1.6,0.5,2.2,0.200,1.0,1.4,1847274,"3.4% below prior 30m high, 1.6% below VWAP, 5m ROC -0.5%, range x1.0, volume x1.4",http://localhost:8081/api/open-chart/TTD/2026-04-01/0951?signal=buy
RIVN,0951,buy,2026-04-01,2026-04-01 09:51:00,15.10,63.5,Candidate,RIVN-1775051460000,RIVN,1000-list,4.3,2.1,0.2,1.6,0.200,0.7,0.9,5019166,"4.3% below prior 30m high, 2.1% below VWAP, 5m ROC -0.2%, range x0.7, volume x0.9",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0951?signal=buy
FIGR,0951,buy,2026-04-01,2026-04-01 09:51:00,33.70,62.6,Candidate,FIGR-1775051460000,FIGR,1000-list,3.9,2.4,0.0,2.1,0.100,0.8,0.9,531075,"3.9% below prior 30m high, 2.4% below VWAP, 5m ROC -0.0%, range x0.8, volume x0.9",http://localhost:8081/api/open-chart/FIGR/2026-04-01/0951?signal=buy
SEDG,0951,buy,2026-04-01,2026-04-01 09:51:00,51.90,62.5,Candidate,SEDG-1775051460000,SEDG,1000-list,3.5,1.4,1.0,2.5,0.100,0.6,0.3,682428,"3.5% below prior 30m high, 1.4% below VWAP, 5m ROC -1.0%, range x0.6, volume x0.3",http://localhost:8081/api/open-chart/SEDG/2026-04-01/0951?signal=buy
HIMS,0951,buy,2026-04-01,2026-04-01 09:51:00,21.00,62.4,Candidate,HIMS-1775051460000,HIMS,1000-list,3.2,1.7,0.7,1.7,0.100,1.2,1.4,4002399,"3.2% below prior 30m high, 1.7% below VWAP, 5m ROC -0.7%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/HIMS/2026-04-01/0951?signal=buy
PINS,0951,buy,2026-04-01,2026-04-01 09:51:00,18.10,61.6,Candidate,PINS-1775051460000,PINS,1000-list,3.5,1.8,0.4,1.8,0.200,0.8,0.9,1505004,"3.5% below prior 30m high, 1.8% below VWAP, 5m ROC -0.4%, range x0.8, volume x0.9",http://localhost:8081/api/open-chart/PINS/2026-04-01/0951?signal=buy
SGML,0951,buy,2026-04-01,2026-04-01 09:51:00,12.30,60.7,Candidate,SGML-1775051460000,SGML,1000-list,6.8,2.0,0.4,0.5,0.200,0.8,0.5,980235,"6.8% below prior 30m high, 2.0% below VWAP, 5m ROC -0.4%, range x0.8, volume x0.5",http://localhost:8081/api/open-chart/SGML/2026-04-01/0951?signal=buy
AMPX,0951,buy,2026-04-01,2026-04-01 09:51:00,16.80,60.1,Candidate,AMPX-1775051460000,AMPX,1000-list,3.3,1.7,0.5,2.5,0.100,0.7,0.8,1366397,"3.3% below prior 30m high, 1.7% below VWAP, 5m ROC -0.5%, range x0.7, volume x0.8",http://localhost:8081/api/open-chart/AMPX/2026-04-01/0951?signal=buy
ALAB,0951,buy,2026-04-01,2026-04-01 09:51:00,108.30,60.0,Candidate,ALAB-1775051460000,ALAB,1000-list,3.5,1.6,0.5,2.5,0.100,0.7,0.6,569496,"3.5% below prior 30m high, 1.6% below VWAP, 5m ROC -0.5%, range x0.7, volume x0.6",http://localhost:8081/api/open-chart/ALAB/2026-04-01/0951?signal=buy
AXTI,0952,buy,2026-04-01,2026-04-01 09:52:00,52.00,83.9,Strong,AXTI-1775051520000,AXTI,1000-list,15.0,7.8,3.9,6.8,0.500,1.4,1.3,3709394,"15.0% below prior 30m high, 7.8% below VWAP, 5m ROC -3.9%, range x1.4, volume x1.3",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0952?signal=buy
TOST,0952,buy,2026-04-01,2026-04-01 09:52:00,25.50,82.3,Strong,TOST-1775051520000,TOST,1000-list,5.3,2.2,1.3,2.2,0.200,1.2,1.8,844807,"5.3% below prior 30m high, 2.2% below VWAP, 5m ROC -1.3%, range x1.2, volume x1.8",http://localhost:8081/api/open-chart/TOST/2026-04-01/0952?signal=buy
MLTX,0952,buy,2026-04-01,2026-04-01 09:52:00,16.40,80.6,Strong,MLTX-1775051520000,MLTX,1000-list,10.4,3.5,1.6,4.4,0.200,1.1,0.8,657617,"10.4% below prior 30m high, 3.5% below VWAP, 5m ROC -1.6%, range x1.1, volume x0.8",http://localhost:8081/api/open-chart/MLTX/2026-04-01/0952?signal=buy
AMPX,0952,buy,2026-04-01,2026-04-01 09:52:00,16.70,79.9,Strong,AMPX-1775051520000,AMPX,1000-list,3.9,2.2,1.9,3.0,0.200,1.1,0.8,1395667,"3.9% below prior 30m high, 2.2% below VWAP, 5m ROC -1.9%, range x1.1, volume x0.8",http://localhost:8081/api/open-chart/AMPX/2026-04-01/0952?signal=buy
TH,0952,buy,2026-04-01,2026-04-01 09:52:00,12.00,79.9,Strong,TH-1775051520000,TH,1000-list,10.0,4.9,1.5,4.1,0.400,0.7,0.7,3418547,"10.0% below prior 30m high, 4.9% below VWAP, 5m ROC -1.5%, range x0.7, volume x0.7",http://localhost:8081/api/open-chart/TH/2026-04-01/0952?signal=buy
SEDG,0952,buy,2026-04-01,2026-04-01 09:52:00,51.50,74.7,Candidate,SEDG-1775051520000,SEDG,1000-list,4.2,2.1,1.3,1.9,0.100,0.8,0.5,692977,"4.2% below prior 30m high, 2.1% below VWAP, 5m ROC -1.3%, range x0.8, volume x0.5",http://localhost:8081/api/open-chart/SEDG/2026-04-01/0952?signal=buy
APP,0952,buy,2026-04-01,2026-04-01 09:52:00,386.50,73.2,Candidate,APP-1775051520000,APP,1000-list,4.5,2.2,0.9,2.2,0.200,1.0,0.8,634355,"4.5% below prior 30m high, 2.2% below VWAP, 5m ROC -0.9%, range x1.0, volume x0.8",http://localhost:8081/api/open-chart/APP/2026-04-01/0952?signal=buy
SHOP,0952,buy,2026-04-01,2026-04-01 09:52:00,116.60,73.2,Candidate,SHOP-1775051520000,SHOP,1000-list,3.6,2.0,1.1,2.5,0.200,0.9,0.7,1331983,"3.6% below prior 30m high, 2.0% below VWAP, 5m ROC -1.1%, range x0.9, volume x0.7",http://localhost:8081/api/open-chart/SHOP/2026-04-01/0952?signal=buy
UMAC,0952,buy,2026-04-01,2026-04-01 09:52:00,12.70,72.0,Candidate,UMAC-1775051520000,UMAC,1000-list,5.8,2.6,0.7,2.6,0.200,0.7,0.5,1084500,"5.8% below prior 30m high, 2.6% below VWAP, 5m ROC -0.7%, range x0.7, volume x0.5",http://localhost:8081/api/open-chart/UMAC/2026-04-01/0952?signal=buy
RCAT,0952,buy,2026-04-01,2026-04-01 09:52:00,12.90,71.0,Candidate,RCAT-1775051520000,RCAT,1000-list,4.4,2.2,0.7,2.3,0.200,0.9,0.5,2216297,"4.4% below prior 30m high, 2.2% below VWAP, 5m ROC -0.7%, range x0.9, volume x0.5",http://localhost:8081/api/open-chart/RCAT/2026-04-01/0952?signal=buy
SOFI,0952,buy,2026-04-01,2026-04-01 09:52:00,15.60,70.6,Candidate,SOFI-1775051520000,SOFI,1000-list,4.3,2.0,0.7,2.3,0.200,0.7,0.7,9027203,"4.3% below prior 30m high, 2.0% below VWAP, 5m ROC -0.7%, range x0.7, volume x0.7",http://localhost:8081/api/open-chart/SOFI/2026-04-01/0952?signal=buy
SGML,0952,buy,2026-04-01,2026-04-01 09:52:00,12.20,70.0,Candidate,SGML-1775051520000,SGML,1000-list,7.5,2.7,1.8,0.0,0.200,1.0,0.5,990983,"7.5% below prior 30m high, 2.7% below VWAP, 5m ROC -1.8%, range x1.0, volume x0.5",http://localhost:8081/api/open-chart/SGML/2026-04-01/0952?signal=buy
COGT,0952,buy,2026-04-01,2026-04-01 09:52:00,34.60,69.6,Candidate,COGT-1775051520000,COGT,1000-list,9.0,2.7,0.5,2.5,0.300,0.9,0.6,860889,"9.0% below prior 30m high, 2.7% below VWAP, 5m ROC -0.5%, range x0.9, volume x0.6",http://localhost:8081/api/open-chart/COGT/2026-04-01/0952?signal=buy
PL,0952,buy,2026-04-01,2026-04-01 09:52:00,28.70,67.7,Candidate,PL-1775051520000,PL,1000-list,3.9,1.7,0.9,3.5,0.100,1.0,0.9,2675103,"3.9% below prior 30m high, 1.7% below VWAP, 5m ROC -0.9%, range x1.0, volume x0.9",http://localhost:8081/api/open-chart/PL/2026-04-01/0952?signal=buy
CRGY,0952,buy,2026-04-01,2026-04-01 09:52:00,12.90,67.1,Candidate,CRGY-1775051520000,CRGY,1000-list,3.8,1.5,0.8,1.1,0.100,0.9,2.5,843428,"3.8% below prior 30m high, 1.5% below VWAP, 5m ROC -0.8%, range x0.9, volume x2.5",http://localhost:8081/api/open-chart/CRGY/2026-04-01/0952?signal=buy
FIG,0952,buy,2026-04-01,2026-04-01 09:52:00,20.50,66.5,Candidate,FIG-1775051520000,FIG,1000-list,5.6,2.5,0.4,1.8,0.300,0.7,0.9,1392789,"5.6% below prior 30m high, 2.5% below VWAP, 5m ROC -0.4%, range x0.7, volume x0.9",http://localhost:8081/api/open-chart/FIG/2026-04-01/0952?signal=buy
PM,0952,buy,2026-04-01,2026-04-01 09:52:00,154.20,66.4,Candidate,PM-1775051520000,PM,1000-list,5.8,2.7,0.2,2.2,0.200,1.2,0.8,1122341,"5.8% below prior 30m high, 2.7% below VWAP, 5m ROC -0.2%, range x1.2, volume x0.8",http://localhost:8081/api/open-chart/PM/2026-04-01/0952?signal=buy
PATH,0952,buy,2026-04-01,2026-04-01 09:52:00,10.90,66.1,Candidate,PATH-1775051520000,PATH,1000-list,4.3,1.9,0.4,2.0,0.300,0.7,1.1,1931520,"4.3% below prior 30m high, 1.9% below VWAP, 5m ROC -0.4%, range x0.7, volume x1.1",http://localhost:8081/api/open-chart/PATH/2026-04-01/0952?signal=buy
TRIP,0952,buy,2026-04-01,2026-04-01 09:52:00,10.50,64.0,Candidate,TRIP-1775051520000,TRIP,1000-list,3.8,1.2,1.0,2.1,0.200,0.8,0.2,525966,"3.8% below prior 30m high, 1.2% below VWAP, 5m ROC -1.0%, range x0.8, volume x0.2",http://localhost:8081/api/open-chart/TRIP/2026-04-01/0952?signal=buy
FIS,0952,buy,2026-04-01,2026-04-01 09:52:00,44.90,63.9,Candidate,FIS-1775051520000,FIS,1000-list,5.2,1.5,0.6,2.0,0.300,0.9,0.8,1196204,"5.2% below prior 30m high, 1.5% below VWAP, 5m ROC -0.6%, range x0.9, volume x0.8",http://localhost:8081/api/open-chart/FIS/2026-04-01/0952?signal=buy
FIGR,0952,buy,2026-04-01,2026-04-01 09:52:00,33.60,63.8,Candidate,FIGR-1775051520000,FIGR,1000-list,4.0,2.5,0.2,1.6,0.200,1.0,0.8,537352,"4.0% below prior 30m high, 2.5% below VWAP, 5m ROC -0.2%, range x1.0, volume x0.8",http://localhost:8081/api/open-chart/FIGR/2026-04-01/0952?signal=buy
ZS,0952,buy,2026-04-01,2026-04-01 09:52:00,133.90,63.6,Candidate,ZS-1775051520000,ZS,1000-list,4.7,1.9,0.2,1.7,0.200,0.8,1.1,501971,"4.7% below prior 30m high, 1.9% below VWAP, 5m ROC -0.2%, range x0.8, volume x1.1",http://localhost:8081/api/open-chart/ZS/2026-04-01/0952?signal=buy
CRCL,0952,buy,2026-04-01,2026-04-01 09:52:00,93.60,63.2,Candidate,CRCL-1775051520000,CRCL,1000-list,6.5,2.4,0.0,2.0,0.300,0.7,0.6,3977493,"6.5% below prior 30m high, 2.4% below VWAP, 5m ROC -0.0%, range x0.7, volume x0.6",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0952?signal=buy
IONQ,0952,buy,2026-04-01,2026-04-01 09:52:00,28.90,63.2,Candidate,IONQ-1775051520000,IONQ,1000-list,3.4,1.9,0.5,2.0,0.200,0.6,1.0,4240918,"3.4% below prior 30m high, 1.9% below VWAP, 5m ROC -0.5%, range x0.6, volume x1.0",http://localhost:8081/api/open-chart/IONQ/2026-04-01/0952?signal=buy
FLNC,0952,buy,2026-04-01,2026-04-01 09:52:00,14.00,62.7,Candidate,FLNC-1775051520000,FLNC,1000-list,3.0,1.6,1.4,2.6,0.000,0.7,0.8,532794,"3.0% below prior 30m high, 1.6% below VWAP, 5m ROC -1.4%, range x0.7, volume x0.8",http://localhost:8081/api/open-chart/FLNC/2026-04-01/0952?signal=buy
FISV,0952,buy,2026-04-01,2026-04-01 09:52:00,53.90,61.4,Candidate,FISV-1775051520000,FISV,1000-list,3.8,1.4,0.8,1.4,0.200,0.7,0.6,641632,"3.8% below prior 30m high, 1.4% below VWAP, 5m ROC -0.8%, range x0.7, volume x0.6",http://localhost:8081/api/open-chart/FISV/2026-04-01/0952?signal=buy
SM,0952,buy,2026-04-01,2026-04-01 09:52:00,29.90,60.7,Candidate,SM-1775051520000,SM,1000-list,3.1,1.5,1.2,0.9,0.100,1.1,1.6,896138,"3.1% below prior 30m high, 1.5% below VWAP, 5m ROC -1.2%, range x1.1, volume x1.6",http://localhost:8081/api/open-chart/SM/2026-04-01/0952?signal=buy
RIVN,0952,buy,2026-04-01,2026-04-01 09:52:00,15.20,60.5,Candidate,RIVN-1775051520000,RIVN,1000-list,4.3,2.1,0.0,1.4,0.200,0.7,0.8,5108662,"4.3% below prior 30m high, 2.1% below VWAP, 5m ROC -0.0%, range x0.7, volume x0.8",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0952?signal=buy
AR,0952,buy,2026-04-01,2026-04-01 09:52:00,41.40,60.3,Candidate,AR-1775051520000,AR,1000-list,3.2,1.5,1.1,1.3,0.100,1.1,0.8,716530,"3.2% below prior 30m high, 1.5% below VWAP, 5m ROC -1.1%, range x1.1, volume x0.8",http://localhost:8081/api/open-chart/AR/2026-04-01/0952?signal=buy
HIMS,0952,buy,2026-04-01,2026-04-01 09:52:00,21.00,60.1,Candidate,HIMS-1775051520000,HIMS,1000-list,3.2,1.6,0.8,1.7,0.100,0.9,1.1,4097505,"3.2% below prior 30m high, 1.6% below VWAP, 5m ROC -0.8%, range x0.9, volume x1.1",http://localhost:8081/api/open-chart/HIMS/2026-04-01/0952?signal=buy
AXTI,0953,buy,2026-04-01,2026-04-01 09:53:00,52.80,87.4,Strong,AXTI-1775051580000,AXTI,1000-list,14.5,6.9,1.9,3.7,0.400,1.6,1.7,3943967,"14.5% below prior 30m high, 6.9% below VWAP, 5m ROC -1.9%, range x1.6, volume x1.7",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0953?signal=buy
CRGY,0953,buy,2026-04-01,2026-04-01 09:53:00,12.90,78.6,Strong,CRGY-1775051580000,CRGY,1000-list,4.2,1.9,1.1,1.5,0.100,1.2,2.6,881721,"4.2% below prior 30m high, 1.9% below VWAP, 5m ROC -1.1%, range x1.2, volume x2.6",http://localhost:8081/api/open-chart/CRGY/2026-04-01/0953?signal=buy
TOST,0953,buy,2026-04-01,2026-04-01 09:53:00,25.50,73.9,Candidate,TOST-1775051580000,TOST,1000-list,5.3,2.1,0.9,1.9,0.200,1.0,1.5,852133,"5.3% below prior 30m high, 2.1% below VWAP, 5m ROC -0.9%, range x1.0, volume x1.5",http://localhost:8081/api/open-chart/TOST/2026-04-01/0953?signal=buy
AMPX,0953,buy,2026-04-01,2026-04-01 09:53:00,16.70,73.5,Candidate,AMPX-1775051580000,AMPX,1000-list,3.9,2.1,1.0,2.3,0.200,1.0,0.6,1422310,"3.9% below prior 30m high, 2.1% below VWAP, 5m ROC -1.0%, range x1.0, volume x0.6",http://localhost:8081/api/open-chart/AMPX/2026-04-01/0953?signal=buy
MLTX,0953,buy,2026-04-01,2026-04-01 09:53:00,16.80,71.5,Candidate,MLTX-1775051580000,MLTX,1000-list,10.8,3.7,0.0,1.6,0.200,1.8,2.0,741397,"10.8% below prior 30m high, 3.7% below VWAP, 5m ROC -0.0%, range x1.8, volume x2.0",http://localhost:8081/api/open-chart/MLTX/2026-04-01/0953?signal=buy
COGT,0953,buy,2026-04-01,2026-04-01 09:53:00,34.80,70.5,Candidate,COGT-1775051580000,COGT,1000-list,8.9,2.5,0.8,1.9,0.200,0.7,0.9,911390,"8.9% below prior 30m high, 2.5% below VWAP, 5m ROC -0.8%, range x0.7, volume x0.9",http://localhost:8081/api/open-chart/COGT/2026-04-01/0953?signal=buy
AR,0953,buy,2026-04-01,2026-04-01 09:53:00,41.30,69.7,Candidate,AR-1775051580000,AR,1000-list,3.5,1.6,1.2,1.5,0.100,1.4,1.7,785805,"3.5% below prior 30m high, 1.6% below VWAP, 5m ROC -1.2%, range x1.4, volume x1.7",http://localhost:8081/api/open-chart/AR/2026-04-01/0953?signal=buy
SM,0953,buy,2026-04-01,2026-04-01 09:53:00,29.70,69.7,Candidate,SM-1775051580000,SM,1000-list,3.5,1.8,1.4,1.3,0.100,1.2,1.4,930010,"3.5% below prior 30m high, 1.8% below VWAP, 5m ROC -1.4%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/SM/2026-04-01/0953?signal=buy
SHOP,0953,buy,2026-04-01,2026-04-01 09:53:00,116.50,69.6,Candidate,SHOP-1775051580000,SHOP,1000-list,3.9,2.2,0.6,2.4,0.200,0.8,0.8,1372263,"3.9% below prior 30m high, 2.2% below VWAP, 5m ROC -0.6%, range x0.8, volume x0.8",http://localhost:8081/api/open-chart/SHOP/2026-04-01/0953?signal=buy
