ticker,time,signal,session_date,alert_time_et,price,flush_score,tier,alert_id,name,sources,drop_from_prior_30m_high_pct,distance_below_vwap_pct,roc_5m_pct,roc_10m_pct,down_slope_20m_pct_per_bar,range_expansion,volume_expansion,volume_since_4am,summary,open_chart_url
AXTI,0940,buy,2026-04-01,2026-04-01 09:40:00,55.70,80.0,Strong,AXTI-1775050800000,AXTI,1000-list,8.3,3.2,2.1,5.6,0.700,0.0,0.0,2218585,"8.3% below prior 30m high, 3.2% below VWAP, 5m ROC -2.1%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0940?signal=buy
NCNO,0940,buy,2026-04-01,2026-04-01 09:40:00,16.70,80.0,Strong,NCNO-1775050800000,NCNO,1000-list,9.7,4.0,1.5,8.8,0.800,0.0,0.0,2692510,"9.7% below prior 30m high, 4.0% below VWAP, 5m ROC -1.5%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/NCNO/2026-04-01/0940?signal=buy
SGML,0940,buy,2026-04-01,2026-04-01 09:40:00,12.40,70.0,Candidate,SGML-1775050800000,SGML,1000-list,6.1,2.5,2.2,0.0,0.400,0.0,0.0,620535,"6.1% below prior 30m high, 2.5% below VWAP, 5m ROC -2.2%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/SGML/2026-04-01/0940?signal=buy
W,0940,buy,2026-04-01,2026-04-01 09:40:00,73.50,67.0,Candidate,W-1775050800000,W,1000-list,3.6,1.4,1.1,3.3,0.400,0.0,0.0,680646,"3.6% below prior 30m high, 1.4% below VWAP, 5m ROC -1.1%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/W/2026-04-01/0940?signal=buy
FIG,0940,buy,2026-04-01,2026-04-01 09:40:00,21.00,64.4,Candidate,FIG-1775050800000,FIG,1000-list,2.6,1.5,1.4,2.6,0.200,0.0,0.0,643234,"2.6% below prior 30m high, 1.5% below VWAP, 5m ROC -1.4%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/FIG/2026-04-01/0940?signal=buy
TH,0940,buy,2026-04-01,2026-04-01 09:40:00,12.50,62.9,Candidate,TH-1775050800000,TH,1000-list,6.0,2.3,0.8,0.0,0.200,0.0,0.0,2700638,"6.0% below prior 30m high, 2.3% below VWAP, 5m ROC -0.8%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/TH/2026-04-01/0940?signal=buy
SGML,0941,buy,2026-04-01,2026-04-01 09:41:00,12.40,80.0,Strong,SGML-1775050860000,SGML,1000-list,6.4,2.6,2.5,3.3,0.400,0.0,0.0,671862,"6.4% below prior 30m high, 2.6% below VWAP, 5m ROC -2.5%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/SGML/2026-04-01/0941?signal=buy
AXTI,0941,buy,2026-04-01,2026-04-01 09:41:00,55.50,79.1,Strong,AXTI-1775050860000,AXTI,1000-list,8.5,3.2,1.4,5.4,0.700,0.0,0.0,2316560,"8.5% below prior 30m high, 3.2% below VWAP, 5m ROC -1.4%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0941?signal=buy
FIG,0941,buy,2026-04-01,2026-04-01 09:41:00,20.90,76.9,Strong,FIG-1775050860000,FIG,1000-list,3.5,2.2,1.5,2.6,0.200,0.0,0.0,710492,"3.5% below prior 30m high, 2.2% below VWAP, 5m ROC -1.5%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/FIG/2026-04-01/0941?signal=buy
NCNO,0941,buy,2026-04-01,2026-04-01 09:41:00,16.90,73.5,Candidate,NCNO-1775050860000,NCNO,1000-list,9.9,4.0,0.9,5.8,0.700,0.0,0.0,2844611,"9.9% below prior 30m high, 4.0% below VWAP, 5m ROC -0.9%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/NCNO/2026-04-01/0941?signal=buy
CRCL,0941,buy,2026-04-01,2026-04-01 09:41:00,95.90,69.5,Candidate,CRCL-1775050860000,CRCL,1000-list,3.9,1.8,1.1,2.1,0.100,0.0,0.0,2442636,"3.9% below prior 30m high, 1.8% below VWAP, 5m ROC -1.1%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0941?signal=buy
RIVN,0941,buy,2026-04-01,2026-04-01 09:41:00,15.40,66.0,Candidate,RIVN-1775050860000,RIVN,1000-list,2.9,1.8,1.1,2.0,0.200,0.0,0.0,3100360,"2.9% below prior 30m high, 1.8% below VWAP, 5m ROC -1.1%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0941?signal=buy
TH,0941,buy,2026-04-01,2026-04-01 09:41:00,12.50,65.3,Candidate,TH-1775050860000,TH,1000-list,6.0,2.3,0.0,3.8,0.200,0.0,0.0,2745375,"6.0% below prior 30m high, 2.3% below VWAP, 5m ROC -0.0%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/TH/2026-04-01/0941?signal=buy
SGML,0942,buy,2026-04-01,2026-04-01 09:42:00,12.20,80.0,Strong,SGML-1775050920000,SGML,1000-list,7.7,3.5,2.7,5.5,0.500,0.0,0.0,761975,"7.7% below prior 30m high, 3.5% below VWAP, 5m ROC -2.7%, range x0.0, volume x0.0",http://localhost:8081/api/open-chart/SGML/2026-04-01/0942?signal=buy
CRCL,0942,buy,2026-04-01,2026-04-01 09:42:00,95.50,79.5,Strong,CRCL-1775050920000,CRCL,1000-list,4.2,2.0,1.6,1.9,0.200,1.2,1.1,2548461,"4.2% below prior 30m high, 2.0% below VWAP, 5m ROC -1.6%, range x1.2, volume x1.1",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0942?signal=buy
FIG,0942,buy,2026-04-01,2026-04-01 09:42:00,20.90,74.3,Candidate,FIG-1775050920000,FIG,1000-list,3.4,2.0,1.7,1.9,0.200,1.0,1.2,776837,"3.4% below prior 30m high, 2.0% below VWAP, 5m ROC -1.7%, range x1.0, volume x1.2",http://localhost:8081/api/open-chart/FIG/2026-04-01/0942?signal=buy
OXY,0942,buy,2026-04-01,2026-04-01 09:42:00,63.10,70.7,Candidate,OXY-1775050920000,OXY,1000-list,3.9,1.9,0.8,2.7,0.200,0.5,0.5,4195438,"3.9% below prior 30m high, 1.9% below VWAP, 5m ROC -0.8%, range x0.5, volume x0.5",http://localhost:8081/api/open-chart/OXY/2026-04-01/0942?signal=buy
AXTI,0942,buy,2026-04-01,2026-04-01 09:42:00,55.80,67.6,Candidate,AXTI-1775050920000,AXTI,1000-list,8.5,3.1,0.3,5.1,0.600,0.6,0.5,2387413,"8.5% below prior 30m high, 3.1% below VWAP, 5m ROC -0.3%, range x0.6, volume x0.5",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0942?signal=buy
TH,0942,buy,2026-04-01,2026-04-01 09:42:00,12.50,66.6,Candidate,TH-1775050920000,TH,1000-list,6.1,2.3,0.2,2.8,0.200,0.4,0.5,2810648,"6.1% below prior 30m high, 2.3% below VWAP, 5m ROC -0.2%, range x0.4, volume x0.5",http://localhost:8081/api/open-chart/TH/2026-04-01/0942?signal=buy
V,0942,buy,2026-04-01,2026-04-01 09:42:00,296.30,66.3,Candidate,V-1775050920000,V,1000-list,2.9,1.6,1.3,2.0,0.200,1.2,1.2,557310,"2.9% below prior 30m high, 1.6% below VWAP, 5m ROC -1.3%, range x1.2, volume x1.2",http://localhost:8081/api/open-chart/V/2026-04-01/0942?signal=buy
NCNO,0942,buy,2026-04-01,2026-04-01 09:42:00,16.90,65.9,Candidate,NCNO-1775050920000,NCNO,1000-list,8.8,2.8,0.1,4.1,0.600,0.6,0.5,2919893,"8.8% below prior 30m high, 2.8% below VWAP, 5m ROC -0.1%, range x0.6, volume x0.5",http://localhost:8081/api/open-chart/NCNO/2026-04-01/0942?signal=buy
EQNR,0942,buy,2026-04-01,2026-04-01 09:42:00,40.60,65.8,Candidate,EQNR-1775050920000,EQNR,1000-list,3.2,1.6,1.0,2.6,0.100,0.8,0.7,1453122,"3.2% below prior 30m high, 1.6% below VWAP, 5m ROC -1.0%, range x0.8, volume x0.7",http://localhost:8081/api/open-chart/EQNR/2026-04-01/0942?signal=buy
RIVN,0942,buy,2026-04-01,2026-04-01 09:42:00,15.40,65.5,Candidate,RIVN-1775050920000,RIVN,1000-list,2.9,1.7,1.0,2.5,0.200,0.7,0.6,3246652,"2.9% below prior 30m high, 1.7% below VWAP, 5m ROC -1.0%, range x0.7, volume x0.6",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0942?signal=buy
CRCL,0943,buy,2026-04-01,2026-04-01 09:43:00,95.00,83.5,Strong,CRCL-1775050980000,CRCL,1000-list,5.1,2.6,2.3,2.5,0.200,1.3,1.3,2707233,"5.1% below prior 30m high, 2.6% below VWAP, 5m ROC -2.3%, range x1.3, volume x1.3",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0943?signal=buy
FIG,0943,buy,2026-04-01,2026-04-01 09:43:00,20.80,82.3,Strong,FIG-1775050980000,FIG,1000-list,4.1,2.4,1.7,2.8,0.300,1.1,1.4,848218,"4.1% below prior 30m high, 2.4% below VWAP, 5m ROC -1.7%, range x1.1, volume x1.4",http://localhost:8081/api/open-chart/FIG/2026-04-01/0943?signal=buy
SGML,0943,buy,2026-04-01,2026-04-01 09:43:00,12.30,81.1,Strong,SGML-1775050980000,SGML,1000-list,7.6,3.3,1.5,4.3,0.500,0.7,1.2,797621,"7.6% below prior 30m high, 3.3% below VWAP, 5m ROC -1.5%, range x0.7, volume x1.2",http://localhost:8081/api/open-chart/SGML/2026-04-01/0943?signal=buy
AXTI,0943,buy,2026-04-01,2026-04-01 09:43:00,54.80,80.0,Strong,AXTI-1775050980000,AXTI,1000-list,9.5,4.0,2.1,7.5,0.600,0.6,0.6,2521431,"9.5% below prior 30m high, 4.0% below VWAP, 5m ROC -2.1%, range x0.6, volume x0.6",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0943?signal=buy
TH,0943,buy,2026-04-01,2026-04-01 09:43:00,12.30,80.0,Strong,TH-1775050980000,TH,1000-list,7.3,3.3,1.5,4.9,0.200,0.6,0.7,2940540,"7.3% below prior 30m high, 3.3% below VWAP, 5m ROC -1.5%, range x0.6, volume x0.7",http://localhost:8081/api/open-chart/TH/2026-04-01/0943?signal=buy
PATH,0943,buy,2026-04-01,2026-04-01 09:43:00,11.00,74.6,Candidate,PATH-1775050980000,PATH,1000-list,3.0,1.9,1.8,2.4,0.200,1.2,1.3,1112650,"3.0% below prior 30m high, 1.9% below VWAP, 5m ROC -1.8%, range x1.2, volume x1.3",http://localhost:8081/api/open-chart/PATH/2026-04-01/0943?signal=buy
RIVN,0943,buy,2026-04-01,2026-04-01 09:43:00,15.30,73.1,Candidate,RIVN-1775050980000,RIVN,1000-list,3.2,1.9,1.4,2.5,0.200,0.8,0.5,3329774,"3.2% below prior 30m high, 1.9% below VWAP, 5m ROC -1.4%, range x0.8, volume x0.5",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0943?signal=buy
COIN,0943,buy,2026-04-01,2026-04-01 09:43:00,173.60,66.2,Candidate,COIN-1775050980000,COIN,1000-list,3.2,1.6,1.7,1.7,0.100,1.1,1.0,1015480,"3.2% below prior 30m high, 1.6% below VWAP, 5m ROC -1.7%, range x1.1, volume x1.0",http://localhost:8081/api/open-chart/COIN/2026-04-01/0943?signal=buy
PM,0943,buy,2026-04-01,2026-04-01 09:43:00,157.40,65.9,Candidate,PM-1775050980000,PM,1000-list,3.2,1.6,1.4,1.4,0.100,0.7,1.1,526805,"3.2% below prior 30m high, 1.6% below VWAP, 5m ROC -1.4%, range x0.7, volume x1.1",http://localhost:8081/api/open-chart/PM/2026-04-01/0943?signal=buy
U,0943,buy,2026-04-01,2026-04-01 09:43:00,21.90,65.8,Candidate,U-1775050980000,U,1000-list,3.2,1.8,1.6,2.4,0.100,1.0,0.6,1525162,"3.2% below prior 30m high, 1.8% below VWAP, 5m ROC -1.6%, range x1.0, volume x0.6",http://localhost:8081/api/open-chart/U/2026-04-01/0943?signal=buy
COGT,0943,buy,2026-04-01,2026-04-01 09:43:00,35.50,64.2,Candidate,COGT-1775050980000,COGT,1000-list,7.6,2.2,0.2,2.2,0.100,0.6,1.1,544821,"7.6% below prior 30m high, 2.2% below VWAP, 5m ROC -0.2%, range x0.6, volume x1.1",http://localhost:8081/api/open-chart/COGT/2026-04-01/0943?signal=buy
TTD,0943,buy,2026-04-01,2026-04-01 09:43:00,22.30,61.6,Candidate,TTD-1775050980000,TTD,1000-list,2.6,1.8,2.0,1.7,0.100,1.3,0.8,1074820,"2.6% below prior 30m high, 1.8% below VWAP, 5m ROC -2.0%, range x1.3, volume x0.8",http://localhost:8081/api/open-chart/TTD/2026-04-01/0943?signal=buy
HPQ,0943,buy,2026-04-01,2026-04-01 09:43:00,18.90,60.6,Candidate,HPQ-1775050980000,HPQ,1000-list,2.3,1.5,1.3,2.0,0.100,0.9,1.2,972399,"2.3% below prior 30m high, 1.5% below VWAP, 5m ROC -1.3%, range x0.9, volume x1.2",http://localhost:8081/api/open-chart/HPQ/2026-04-01/0943?signal=buy
NCNO,0943,buy,2026-04-01,2026-04-01 09:43:00,16.90,60.0,Candidate,NCNO-1775050980000,NCNO,1000-list,9.2,3.1,0.0,1.3,0.500,0.6,0.4,2972863,"9.2% below prior 30m high, 3.1% below VWAP, 5m ROC -0.0%, range x0.6, volume x0.4",http://localhost:8081/api/open-chart/NCNO/2026-04-01/0943?signal=buy
OXY,0943,buy,2026-04-01,2026-04-01 09:43:00,63.30,60.0,Candidate,OXY-1775050980000,OXY,1000-list,3.9,1.8,0.1,1.7,0.200,0.6,0.5,4389255,"3.9% below prior 30m high, 1.8% below VWAP, 5m ROC -0.1%, range x0.6, volume x0.5",http://localhost:8081/api/open-chart/OXY/2026-04-01/0943?signal=buy
CRCL,0944,buy,2026-04-01,2026-04-01 09:44:00,94.10,82.7,Strong,CRCL-1775051040000,CRCL,1000-list,5.6,3.0,4.0,3.6,0.200,1.2,1.3,2860408,"5.6% below prior 30m high, 3.0% below VWAP, 5m ROC -4.0%, range x1.2, volume x1.3",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0944?signal=buy
FIG,0944,buy,2026-04-01,2026-04-01 09:44:00,20.70,82.7,Strong,FIG-1775051040000,FIG,1000-list,4.2,2.3,2.1,3.5,0.300,0.8,1.5,922013,"4.2% below prior 30m high, 2.3% below VWAP, 5m ROC -2.1%, range x0.8, volume x1.5",http://localhost:8081/api/open-chart/FIG/2026-04-01/0944?signal=buy
PATH,0944,buy,2026-04-01,2026-04-01 09:44:00,11.00,81.8,Strong,PATH-1775051040000,PATH,1000-list,3.6,2.2,2.4,3.3,0.200,1.3,1.5,1222990,"3.6% below prior 30m high, 2.2% below VWAP, 5m ROC -2.4%, range x1.3, volume x1.5",http://localhost:8081/api/open-chart/PATH/2026-04-01/0944?signal=buy
SGML,0944,buy,2026-04-01,2026-04-01 09:44:00,12.30,81.7,Strong,SGML-1775051040000,SGML,1000-list,7.5,3.1,1.5,4.0,0.400,0.9,1.4,810459,"7.5% below prior 30m high, 3.1% below VWAP, 5m ROC -1.5%, range x0.9, volume x1.4",http://localhost:8081/api/open-chart/SGML/2026-04-01/0944?signal=buy
SOFI,0944,buy,2026-04-01,2026-04-01 09:44:00,15.80,81.0,Strong,SOFI-1775051040000,SOFI,1000-list,3.3,1.8,1.7,2.1,0.100,1.6,1.9,6204993,"3.3% below prior 30m high, 1.8% below VWAP, 5m ROC -1.7%, range x1.6, volume x1.9",http://localhost:8081/api/open-chart/SOFI/2026-04-01/0944?signal=buy
RCAT,0944,buy,2026-04-01,2026-04-01 09:44:00,13.00,80.5,Strong,RCAT-1775051040000,RCAT,1000-list,3.8,2.2,1.4,2.2,0.100,1.2,1.8,1774266,"3.8% below prior 30m high, 2.2% below VWAP, 5m ROC -1.4%, range x1.2, volume x1.8",http://localhost:8081/api/open-chart/RCAT/2026-04-01/0944?signal=buy
AXTI,0944,buy,2026-04-01,2026-04-01 09:44:00,54.50,80.0,Strong,AXTI-1775051040000,AXTI,1000-list,10.7,4.9,2.2,4.5,0.600,0.8,0.8,2685832,"10.7% below prior 30m high, 4.9% below VWAP, 5m ROC -2.2%, range x0.8, volume x0.8",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0944?signal=buy
HPQ,0944,buy,2026-04-01,2026-04-01 09:44:00,18.90,79.1,Strong,HPQ-1775051040000,HPQ,1000-list,2.7,1.7,1.5,2.2,0.100,1.4,2.8,1120980,"2.7% below prior 30m high, 1.7% below VWAP, 5m ROC -1.5%, range x1.4, volume x2.8",http://localhost:8081/api/open-chart/HPQ/2026-04-01/0944?signal=buy
COIN,0944,buy,2026-04-01,2026-04-01 09:44:00,173.00,75.7,Strong,COIN-1775051040000,COIN,1000-list,3.5,1.8,2.3,1.9,0.100,1.2,1.4,1075020,"3.5% below prior 30m high, 1.8% below VWAP, 5m ROC -2.3%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/COIN/2026-04-01/0944?signal=buy
TH,0944,buy,2026-04-01,2026-04-01 09:44:00,12.40,74.8,Candidate,TH-1775051040000,TH,1000-list,7.1,3.0,1.0,3.1,0.200,0.8,0.9,2968397,"7.1% below prior 30m high, 3.0% below VWAP, 5m ROC -1.0%, range x0.8, volume x0.9",http://localhost:8081/api/open-chart/TH/2026-04-01/0944?signal=buy
COGT,0944,buy,2026-04-01,2026-04-01 09:44:00,35.40,74.7,Candidate,COGT-1775051040000,COGT,1000-list,7.1,1.6,1.4,2.4,0.100,0.8,1.4,579679,"7.1% below prior 30m high, 1.6% below VWAP, 5m ROC -1.4%, range x0.8, volume x1.4",http://localhost:8081/api/open-chart/COGT/2026-04-01/0944?signal=buy
UMAC,0944,buy,2026-04-01,2026-04-01 09:44:00,12.90,74.0,Candidate,UMAC-1775051040000,UMAC,1000-list,5.0,2.1,2.5,1.3,0.100,0.8,1.6,931341,"5.0% below prior 30m high, 2.1% below VWAP, 5m ROC -2.5%, range x0.8, volume x1.6",http://localhost:8081/api/open-chart/UMAC/2026-04-01/0944?signal=buy
TTD,0944,buy,2026-04-01,2026-04-01 09:44:00,22.20,73.7,Candidate,TTD-1775051040000,TTD,1000-list,2.9,2.0,2.7,2.4,0.100,1.6,1.1,1132465,"2.9% below prior 30m high, 2.0% below VWAP, 5m ROC -2.7%, range x1.6, volume x1.1",http://localhost:8081/api/open-chart/TTD/2026-04-01/0944?signal=buy
RIVN,0944,buy,2026-04-01,2026-04-01 09:44:00,15.30,73.3,Candidate,RIVN-1775051040000,RIVN,1000-list,3.5,2.2,1.2,2.5,0.200,0.9,0.6,3409725,"3.5% below prior 30m high, 2.2% below VWAP, 5m ROC -1.2%, range x0.9, volume x0.6",http://localhost:8081/api/open-chart/RIVN/2026-04-01/0944?signal=buy
NCNO,0944,buy,2026-04-01,2026-04-01 09:44:00,16.70,71.3,Candidate,NCNO-1775051040000,NCNO,1000-list,9.9,3.9,1.1,1.4,0.500,0.7,0.3,3012990,"9.9% below prior 30m high, 3.9% below VWAP, 5m ROC -1.1%, range x0.7, volume x0.3",http://localhost:8081/api/open-chart/NCNO/2026-04-01/0944?signal=buy
ALM,0944,buy,2026-04-01,2026-04-01 09:44:00,14.70,69.7,Candidate,ALM-1775051040000,ALM,1000-list,2.8,1.7,1.6,1.9,0.100,1.3,2.1,573004,"2.8% below prior 30m high, 1.7% below VWAP, 5m ROC -1.6%, range x1.3, volume x2.1",http://localhost:8081/api/open-chart/ALM/2026-04-01/0944?signal=buy
GLXY,0944,buy,2026-04-01,2026-04-01 09:44:00,18.40,67.2,Candidate,GLXY-1775051040000,GLXY,1000-list,2.6,1.5,1.6,1.6,0.100,1.1,2.2,538497,"2.6% below prior 30m high, 1.5% below VWAP, 5m ROC -1.6%, range x1.1, volume x2.2",http://localhost:8081/api/open-chart/GLXY/2026-04-01/0944?signal=buy
PM,0944,buy,2026-04-01,2026-04-01 09:44:00,157.20,66.6,Candidate,PM-1775051040000,PM,1000-list,3.2,1.5,1.3,1.1,0.200,0.7,1.9,571665,"3.2% below prior 30m high, 1.5% below VWAP, 5m ROC -1.3%, range x0.7, volume x1.9",http://localhost:8081/api/open-chart/PM/2026-04-01/0944?signal=buy
QBTS,0944,buy,2026-04-01,2026-04-01 09:44:00,14.60,63.3,Candidate,QBTS-1775051040000,QBTS,1000-list,2.7,1.8,1.4,1.7,0.100,1.2,0.8,3370643,"2.7% below prior 30m high, 1.8% below VWAP, 5m ROC -1.4%, range x1.2, volume x0.8",http://localhost:8081/api/open-chart/QBTS/2026-04-01/0944?signal=buy
NOW,0944,buy,2026-04-01,2026-04-01 09:44:00,103.70,63.0,Candidate,NOW-1775051040000,NOW,1000-list,2.5,1.4,1.4,1.9,0.100,1.1,2.0,1033833,"2.5% below prior 30m high, 1.4% below VWAP, 5m ROC -1.4%, range x1.1, volume x2.0",http://localhost:8081/api/open-chart/NOW/2026-04-01/0944?signal=buy
PINS,0944,buy,2026-04-01,2026-04-01 09:44:00,18.20,62.3,Candidate,PINS-1775051040000,PINS,1000-list,2.6,1.4,1.6,2.3,0.100,0.8,0.9,1086525,"2.6% below prior 30m high, 1.4% below VWAP, 5m ROC -1.6%, range x0.8, volume x0.9",http://localhost:8081/api/open-chart/PINS/2026-04-01/0944?signal=buy
NFLX,0944,buy,2026-04-01,2026-04-01 09:44:00,94.90,61.4,Candidate,NFLX-1775051040000,NFLX,1000-list,2.6,1.5,1.1,1.5,0.100,1.3,1.6,4362410,"2.6% below prior 30m high, 1.5% below VWAP, 5m ROC -1.1%, range x1.3, volume x1.6",http://localhost:8081/api/open-chart/NFLX/2026-04-01/0944?signal=buy
U,0944,buy,2026-04-01,2026-04-01 09:44:00,22.10,61.2,Candidate,U-1775051040000,U,1000-list,3.1,1.5,1.7,1.9,0.100,0.9,1.0,1677908,"3.1% below prior 30m high, 1.5% below VWAP, 5m ROC -1.7%, range x0.9, volume x1.0",http://localhost:8081/api/open-chart/U/2026-04-01/0944?signal=buy
BMNR,0944,buy,2026-04-01,2026-04-01 09:44:00,19.70,60.1,Candidate,BMNR-1775051040000,BMNR,1000-list,2.4,1.4,1.6,1.4,0.100,1.4,1.9,4076013,"2.4% below prior 30m high, 1.4% below VWAP, 5m ROC -1.6%, range x1.4, volume x1.9",http://localhost:8081/api/open-chart/BMNR/2026-04-01/0944?signal=buy
PM,0945,buy,2026-04-01,2026-04-01 09:45:00,156.20,90.2,Extreme,PM-1775051100000,PM,1000-list,4.0,1.9,1.6,2.2,0.200,1.4,3.5,671939,"4.0% below prior 30m high, 1.9% below VWAP, 5m ROC -1.6%, range x1.4, volume x3.5",http://localhost:8081/api/open-chart/PM/2026-04-01/0945?signal=buy
ALM,0945,buy,2026-04-01,2026-04-01 09:45:00,14.60,82.9,Strong,ALM-1775051100000,ALM,1000-list,3.2,2.0,2.4,1.8,0.100,1.7,2.6,601927,"3.2% below prior 30m high, 2.0% below VWAP, 5m ROC -2.4%, range x1.7, volume x2.6",http://localhost:8081/api/open-chart/ALM/2026-04-01/0945?signal=buy
CRCL,0945,buy,2026-04-01,2026-04-01 09:45:00,94.00,82.1,Strong,CRCL-1775051100000,CRCL,1000-list,5.8,3.0,3.4,3.6,0.300,1.1,1.3,2951494,"5.8% below prior 30m high, 3.0% below VWAP, 5m ROC -3.4%, range x1.1, volume x1.3",http://localhost:8081/api/open-chart/CRCL/2026-04-01/0945?signal=buy
PATH,0945,buy,2026-04-01,2026-04-01 09:45:00,11.00,81.1,Strong,PATH-1775051100000,PATH,1000-list,3.5,2.0,1.6,3.0,0.200,1.3,1.4,1276228,"3.5% below prior 30m high, 2.0% below VWAP, 5m ROC -1.6%, range x1.3, volume x1.4",http://localhost:8081/api/open-chart/PATH/2026-04-01/0945?signal=buy
FIG,0945,buy,2026-04-01,2026-04-01 09:45:00,20.70,81.0,Strong,FIG-1775051100000,FIG,1000-list,4.2,2.2,1.6,3.0,0.300,0.8,1.2,960058,"4.2% below prior 30m high, 2.2% below VWAP, 5m ROC -1.6%, range x0.8, volume x1.2",http://localhost:8081/api/open-chart/FIG/2026-04-01/0945?signal=buy
FIS,0945,buy,2026-04-01,2026-04-01 09:45:00,45.40,80.8,Strong,FIS-1775051100000,FIS,1000-list,4.0,1.6,1.6,2.6,0.200,1.0,1.9,536998,"4.0% below prior 30m high, 1.6% below VWAP, 5m ROC -1.6%, range x1.0, volume x1.9",http://localhost:8081/api/open-chart/FIS/2026-04-01/0945?signal=buy
AXTI,0945,buy,2026-04-01,2026-04-01 09:45:00,54.40,80.2,Strong,AXTI-1775051100000,AXTI,1000-list,10.3,4.3,2.3,4.4,0.600,0.8,1.0,2814402,"10.3% below prior 30m high, 4.3% below VWAP, 5m ROC -2.3%, range x0.8, volume x1.0",http://localhost:8081/api/open-chart/AXTI/2026-04-01/0945?signal=buy
COGT,0945,buy,2026-04-01,2026-04-01 09:45:00,35.30,78.4,Strong,COGT-1775051100000,COGT,1000-list,7.5,1.9,1.6,2.0,0.100,0.7,1.4,617351,"7.5% below prior 30m high, 1.9% below VWAP, 5m ROC -1.6%, range x0.7, volume x1.4",http://localhost:8081/api/open-chart/COGT/2026-04-01/0945?signal=buy
SOFI,0945,buy,2026-04-01,2026-04-01 09:45:00,15.80,75.8,Strong,SOFI-1775051100000,SOFI,1000-list,3.3,1.7,1.3,1.6,0.200,1.9,1.6,6483690,"3.3% below prior 30m high, 1.7% below VWAP, 5m ROC -1.3%, range x1.9, volume x1.6",http://localhost:8081/api/open-chart/SOFI/2026-04-01/0945?signal=buy
TH,0945,buy,2026-04-01,2026-04-01 09:45:00,12.30,75.6,Strong,TH-1775051100000,TH,1000-list,7.2,3.1,1.2,2.0,0.200,0.7,0.8,2985307,"7.2% below prior 30m high, 3.1% below VWAP, 5m ROC -1.2%, range x0.7, volume x0.8",http://localhost:8081/api/open-chart/TH/2026-04-01/0945?signal=buy
COIN,0945,buy,2026-04-01,2026-04-01 09:45:00,173.70,73.8,Candidate,COIN-1775051100000,COIN,1000-list,3.5,1.7,1.4,1.7,0.100,1.2,1.7,1154601,"3.5% below prior 30m high, 1.7% below VWAP, 5m ROC -1.4%, range x1.2, volume x1.7",http://localhost:8081/api/open-chart/COIN/2026-04-01/0945?signal=buy
TTD,0945,buy,2026-04-01,2026-04-01 09:45:00,22.20,73.5,Candidate,TTD-1775051100000,TTD,1000-list,3.1,2.1,1.8,2.0,0.100,1.2,1.4,1202668,"3.1% below prior 30m high, 2.1% below VWAP, 5m ROC -1.8%, range x1.2, volume x1.4",http://localhost:8081/api/open-chart/TTD/2026-04-01/0945?signal=buy
ZETA,0945,buy,2026-04-01,2026-04-01 09:45:00,15.80,71.1,Candidate,ZETA-1775051100000,ZETA,1000-list,3.1,1.4,1.0,1.8,0.200,1.1,3.2,525140,"3.1% below prior 30m high, 1.4% below VWAP, 5m ROC -1.0%, range x1.1, volume x3.2",http://localhost:8081/api/open-chart/ZETA/2026-04-01/0945?signal=buy
RCAT,0945,buy,2026-04-01,2026-04-01 09:45:00,13.00,70.3,Candidate,RCAT-1775051100000,RCAT,1000-list,3.4,1.7,1.4,1.4,0.100,1.0,1.8,1815182,"3.4% below prior 30m high, 1.7% below VWAP, 5m ROC -1.4%, range x1.0, volume x1.8",http://localhost:8081/api/open-chart/RCAT/2026-04-01/0945?signal=buy
SGML,0945,buy,2026-04-01,2026-04-01 09:45:00,12.40,66.4,Candidate,SGML-1775051100000,SGML,1000-list,6.9,2.3,0.2,2.4,0.400,0.7,0.5,828863,"6.9% below prior 30m high, 2.3% below VWAP, 5m ROC -0.2%, range x0.7, volume x0.5",http://localhost:8081/api/open-chart/SGML/2026-04-01/0945?signal=buy
